E,CR,5,11,71,17,70,20,0,71,81,142,84,59,67,83,171,72,72,73,78,91,99,104,110,114,125,152,156,158,161,164,179,182,188,190,234,237,240,278,215,281,290,353,529,826,839,933,943,34,87,85,91,128,220,24,46,83,83,178,241,,
C,R,1,11,38,86,41,50,26,38,759,224,444,217,321,357,374,400,452,575,592,438,489,498,557,565,592,625,638,641,678,693,716,734,761,823,919,988,201,97,132,215,105,110,129,137,249,420,651,1158,86,93,98,98,101,109,114,123,124,125,,,
C,R,3,11,25,0,21,0,0,25,31,249,102,73,100,117,78,78,85,94,104,108,110,112,130,130,141,141,143,153,171,174,184,186,191,214,218,226,230,232,238,241,244,244,291,501,585,920,112,157,34,107,89,133,63,91,118,,,,,,
C,R,4,11,146,174,135,92,49,146,214,602,24483,449,330,384,916,1003,1061,1159,1255,975,989,1005,1038,1044,1056,1115,1129,1137,1182,1182,1194,1242,1348,1351,1480,269,277,317,417,415,646,336,385,,,,,,,,,,,,,,,,,,
C,C,1,11,198,280,449,223,114,198,723,25652,12643,1083,1102,1115,1138,1168,1227,1257,1405,377,221,141,153,94,100,151,214,179,214,224,227,233,244,248,260,269,293,,,,,,,,,,,,,,,,,,,,,,,,
C,C,2,11,93,9,0,0,0,93,164,267,330,44,99,133,167,172,307,56,85,122,126,142,143,155,160,181,182,183,191,196,201,212,218,225,237,268,277,279,290,299,310,389,444,491,486,504,655,146,160,209,90,105,138,160,104,152,166,167,290,322,237
C,C,3,11,265,564,242,313,101,265,496,73497,20338,1103,1232,1017,1023,1115,1135,1146,1152,1176,1189,1226,1246,1298,1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,C,4,11,100,241,154,63,33,100,56,2563,904,1116,676,810,1117,1090,1157,1187,1251,1303,1370,438,489,498,557,565,592,625,638,641,678,693,716,734,761,823,919,988,345,241,363,365,247,268,349,461,518,600,637,461,756,552,565,567,618,635,662,668,672,746,763
C,CR,1,11,33,82,43,44,21,33,65,961,351,168,240,462,430,460,522,537,593,610,612,615,631,638,641,652,677,706,791,92,349,461,518,600,637,461,756,552,565,567,618,635,662,668,672,746,763,791,329,,,,,,,,,,,,
R,R,2,11,146,113,99,0,0,146,395,343,58740,360,418,375,397,452,485,525,525,552,577,621,632,724,755,771,522,946,655,671,775,788,834,849,1405,1037,1042,1067,1410,1481,1926,232,323,428,505,388,385,373,416,444,547,,,,,,,,,,
R,R,3,11,130,357,234,197,92,130,743,16640,26358,625,605,1041,1060,1080,1166,1188,1201,1213,1219,1294,1319,1333,1359,1450,1523,136,501,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,R,5,11,702,1434,996,1332,374,702,25363,23570,25771,570,2111,2178,2184,2200,2228,2359,398,1019,1016,1089,1128,1155,1160,1221,1283,1192,1211,1233,1248,1295,1355,1355,1370,,,,,,,,,,,,,,,,,,,,,,,,,,
R,C,0,11,127,89,71,76,59,127,111,515,233,182,198,618,223,305,318,323,325,332,339,377,438,492,562,715,586,620,695,773,787,799,901,902,1057,1064,1127,1744,1771,1774,1779,1781,1814,1836,1870,254,303,236,271,244,290,297,307,322,394,223,251,340,,,
R,C,2,11,41,58,147,68,26,41,80,239,203,99,170,195,296,347,378,381,391,472,515,377,380,399,445,454,556,600,614,625,648,684,693,760,792,819,835,913,90,322,122,201,,,,,,,,,,,,,,,,,,,
R,C,3,11,30,131,128,50,8,30,57,27525,319,374,401,407,425,426,436,529,547,602,653,440,666,502,508,860,651,686,700,700,744,851,997,250,196,300,,,,,,,,,,,,,,,,,,,,,,,,,
R,C,5,11,51,107,99,34,51,51,368,150,398,86,123,260,426,489,517,360,543,377,388,627,650,487,501,523,553,555,572,574,595,596,600,603,641,671,766,,,,,,,,,,,,,,,,,,,,,,,,
R,CR,3,11,163,272,174,127,64,163,773,9850,19528,669,785,704,1099,973,1018,1019,1065,1078,1078,1123,1132,1182,1208,1214,1267,1269,1343,1402,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,CR,4,11,166,241,196,131,48,166,138,661,33378,230,678,667,886,906,950,956,972,981,1008,1068,1089,1094,1177,1184,1185,1190,1196,1205,1228,1306,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,R,2,12,1331,3725,1287,782,99,1331,35777,41327,30368,2347,2443,2460,2751,2803,1732,2032,2178,2256,2310,2320,2442,2566,2594,2822,432,1558,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,R,4,12,4272,18665,7442,5295,909,4272,25956,29268,27698,829,2025,2490,2610,2641,1030,785,2032,2178,2256,2310,2320,2442,2566,2594,2822,432,1558,698,1648,1798,1830,1891,1911,2353,2386,2418,2798,2169,2830,2920,3551,5312,8287,8417,9359,9461,383,877,857,918,1290,2206,2510,474,846,860,1795,2427,
E,C,1,12,17,25,15,6,13,17,230,37,326,40,41,62,90,163,323,22,24,28,32,35,44,45,46,48,49,56,59,77,77,83,97,118,126,129,168,261,264,298,557,668,685,775,55,60,64,120,146,170,34,54,104,108,192,129,341,54,71,57,58
E,C,2,12,337,215,227,165,32,337,278,1592,59381,416,636,715,832,864,888,939,1041,1184,1440,1475,985,1708,1639,1640,1654,1710,1772,1794,1844,1862,1938,1961,453,492,593,758,301,,,,,,,,,,,,,,,,,,,,,,
E,C,3,12,9,0,0,0,0,9,15,11,103,12,18,33,62,11,13,15,15,17,18,19,21,21,24,24,24,24,28,33,34,34,35,36,36,42,43,45,46,48,49,53,57,57,59,60,60,115,148,30,51,62,30,45,55,13,17,18,24,31,51
E,C,4,12,158,131,49,15,15,158,85,643,517,308,358,396,664,748,774,204,232,257,284,298,316,337,345,348,359,376,424,447,452,457,462,466,638,703,680,708,745,798,866,958,1101,1163,1460,1622,1682,393,397,448,466,227,356,366,428,438,368,371,372,397,
E,C,5,12,1389,12465,3651,2266,396,1389,22252,23292,22676,2381,2406,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,CR,1,12,26,21,21,26,16,26,50,314,116,57,74,82,64,67,70,82,84,84,88,94,96,103,103,105,107,109,121,121,122,135,137,137,138,141,143,146,102,172,195,218,221,154,83,115,83,66,110,111,121,84,123,144,73,83,91,102,102,75,83
E,CR,2,12,95,249,228,52,50,95,335,663,704,319,341,355,255,422,448,304,542,571,622,424,643,458,488,537,632,669,785,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,CR,3,12,2092,7577,3064,1266,499,2092,28516,31169,33093,2556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,CR,4,12,48,46,46,8,11,48,31,138,342,97,134,41,45,50,58,59,63,91,116,117,80,123,140,151,170,180,187,215,226,237,244,245,260,313,326,348,356,357,370,385,277,845,109,139,223,229,72,197,148,91,172,231,278,,,,,,
C,C,3,12,314,391,349,342,97,314,46642,2947,2593,915,1603,1751,1841,1951,1953,2037,901,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,C,4,12,169,183,188,101,32,169,79,29350,951,395,405,343,416,799,888,947,969,984,1005,1010,1012,1059,1066,1080,1101,1130,1175,1204,1224,1225,1244,1389,1605,426,475,275,329,566,393,436,565,635,727,,,,,,,,,,,,,,,,
C,CR,2,12,107,201,58,63,39,107,259,1253,1371,581,1006,1025,1036,1088,1092,1103,1112,1125,1135,1145,1193,1205,1211,1215,1230,1289,1305,1358,445,522,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,CR,3,12,96,192,112,0,16,96,57,575,443,137,227,246,325,339,350,382,387,389,420,423,431,455,474,486,549,558,425,476,529,552,582,617,679,710,774,925,137,141,154,104,133,159,183,,,,,,,,,,,,,,,,
C,CR,4,12,30,94,95,16,0,30,144,354,256,161,127,156,185,207,143,219,225,234,241,277,295,298,313,313,337,348,350,367,389,436,448,600,429,434,450,688,807,870,944,161,187,301,121,195,,,,,,,,,,,,,,,
R,R,0,12,182,0,42,5,8,182,27,242,81,76,101,145,186,223,228,45,57,59,64,71,89,92,98,105,106,111,122,127,129,133,150,155,162,164,165,168,186,198,199,209,215,217,222,241,242,89,100,138,139,179,208,24,59,99,119,166,393,105,
R,R,1,12,3120,16762,5330,3616,838,3120,42509,46993,42769,592,2462,2951,4936,5043,5416,5397,5469,5541,5706,5813,5835,6056,6250,6571,6600,2515,2922,4069,2115,2335,3098,3066,3165,3195,3297,3459,3606,3639,3960,,,,,,,,,,,,,,,,,,,,
R,R,2,12,1026,1033,656,635,83,1026,95433,4194,3801,1110,1452,2150,2375,2410,2594,2676,2706,2741,2821,2871,2873,2982,3076,3233,3247,1202,1400,1971,993,1101,1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,R,4,12,215,114,0,0,0,215,119,996,97639,453,461,513,552,757,1029,382,541,586,931,942,749,759,838,882,933,934,940,978,990,999,1000,1017,1022,1055,1065,1099,1153,1202,1213,1320,1343,1391,1469,1648,1699,1797,479,540,649,695,717,343,456,495,743,438,510,640,745
R,C,1,12,17,55,74,28,8,17,89,144,68,132,206,85,95,100,102,103,103,111,113,115,117,117,118,119,127,134,139,148,149,160,161,164,168,171,177,179,188,193,210,225,72,135,136,67,100,126,186,75,129,145,,,,,,,,,
R,C,2,12,30,42,124,39,48,30,44,481,313,123,165,166,321,420,436,437,445,487,328,534,538,600,665,698,509,525,557,634,655,664,668,671,681,682,697,718,736,794,811,832,938,116,153,162,239,149,168,169,316,,,,,,,,,,
R,C,3,12,161,118,186,85,41,161,48,867,645,236,952,640,913,988,995,1054,1058,1083,1083,1119,1120,1134,1159,1173,1184,1216,1231,1258,1259,1460,1615,453,279,242,,,,,,,,,,,,,,,,,,,,,,,,,
R,C,4,12,72,0,0,0,0,72,67,1883,3126,234,274,291,330,292,590,527,528,570,572,573,576,582,583,603,604,637,647,650,654,986,661,676,679,681,711,721,723,735,741,788,809,815,827,235,265,274,290,378,251,261,263,265,278,284,247,270,277,280,287
R,C,5,12,19,15,9,5,5,19,12,21,11,10,14,14,29,7,7,8,9,9,10,11,13,13,13,14,14,15,15,15,15,15,15,15,16,16,17,18,18,19,20,22,22,22,23,25,34,37,13,20,22,23,27,7,7,8,17,34,10,16,20
R,CR,2,12,174,608,209,103,73,174,1167,12002,2614,1109,1269,1390,1472,251,302,321,420,436,437,445,487,328,534,538,600,665,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,R,1,13,227,341,169,615,98,227,303,3590,1209,1030,1071,1136,1287,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,R,2,13,135,325,225,90,62,135,5119,13625,18298,318,700,850,878,1036,1109,987,1009,1078,1082,1100,1137,1140,1151,1291,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,R,4,13,292,200,198,151,75,292,117,33373,8529,289,1129,1184,1184,1216,1232,1304,1377,1408,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,C,2,13,747,653,729,624,172,747,23406,23811,18360,958,2002,2071,2143,2180,2313,2355,2424,2427,972,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,C,4,13,385,1717,1558,457,129,385,2210,34144,27688,635,1507,1539,328,343,416,799,888,947,969,984,1005,1010,1012,1059,1066,1080,1101,1130,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,C,5,13,164,87,87,0,15,164,155,866,517,127,241,261,394,451,399,876,199,204,244,271,272,292,300,311,323,338,393,395,399,411,417,449,452,472,476,480,481,542,636,706,718,802,938,1576,348,280,350,318,319,530,196,,,,,,,,
E,CR,0,13,190,9,13,5,12,190,72,1285,1189,454,827,793,1160,1260,1342,962,995,1016,1069,1084,1117,1153,1154,1168,1177,1194,1217,1364,1499,1807,805,1013,1837,751,918,816,929,,,,,,,,,,,,,,,,,,,,,,
E,CR,2,13,267,500,328,129,37,267,571,11438,13204,196,435,1086,1114,1123,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,CR,3,13,512,1301,1020,583,304,512,24576,14843,3530,727,733,2048,2276,1890,2011,2129,2152,2154,2172,2179,2183,2212,2239,2254,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,CR,4,13,532,752,406,565,213,532,21498,18812,7614,474,1441,555,636,723,808,635,687,969,1224,1241,889,1322,1498,1615,1806,1911,1992,2277,2389,2503,2590,2605,2762,3294,3425,3648,3746,3768,,,,,,,,,,,,,,,,,,,,,
E,CR,5,13,30,13,13,13,6,30,37,351,261,100,80,131,65,67,78,88,101,114,116,121,126,140,148,149,157,165,166,174,190,191,194,199,202,209,215,217,243,269,274,318,853,65,74,87,84,94,118,132,170,346,268,,,,,,,,
C,R,3,13,7,5,0,0,0,7,38,419,63,9,12,13,14,19,31,40,58,62,9,10,10,11,11,12,13,13,14,15,15,15,15,17,18,18,22,23,23,23,24,25,26,26,30,37,41,8,23,26,38,47,54,13,25,31,32,18,22,49,50
C,C,1,13,35,57,61,51,27,35,83,352,808,149,155,188,195,241,389,419,543,733,239,249,290,302,320,323,325,328,354,367,370,394,398,461,471,480,331,499,423,446,459,566,642,670,730,846,1027,80,170,243,131,151,152,161,168,120,168,178,218,240,241
C,C,2,13,138,132,176,56,36,138,108,106256,2351,262,349,675,699,759,784,992,731,800,816,1227,829,841,897,913,940,983,1006,1023,1047,1052,1064,1103,1188,1206,1213,1249,1268,1366,1398,1493,1598,286,338,221,259,322,446,456,628,238,250,276,363,,,,,,
C,C,5,13,402,439,341,82,88,402,249,1993,1172,426,430,539,1127,1769,1166,1427,1089,1422,1453,1458,1520,1566,1578,1594,1596,1618,1652,1655,1659,1666,1676,1696,1725,1766,1779,1787,1799,1815,1815,1870,2047,435,536,539,570,766,944,,,,,,,,,,,,
C,CR,2,13,11,0,13,8,0,11,20,192,98,63,99,168,168,33,36,43,44,54,55,63,66,66,69,72,78,90,95,96,101,104,109,111,112,138,161,163,184,206,207,215,223,246,321,97,51,103,106,114,127,183,194,47,89,61,,,,,
C,CR,5,13,10,101,38,6,13,10,101,149,203,96,125,143,154,255,316,123,167,172,174,179,202,234,259,260,262,297,301,307,362,370,373,393,424,425,468,477,490,333,346,569,431,435,477,555,583,586,809,117,119,145,99,100,153,75,111,142,152,280,285
R,R,2,13,1474,1659,1482,1209,420,1474,26201,14446,28991,3244,2636,2723,1512,1559,1648,2103,2265,2355,1478,984,1005,1010,1012,1059,1066,1080,1101,1130,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,R,3,13,198,644,297,217,108,198,334,2733,5279,1128,1129,1192,1228,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,R,4,13,812,2960,977,1342,313,812,19538,17673,18189,622,2153,2351,814,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,C,1,13,13,0,0,0,0,13,18,265,112,25,33,37,45,69,111,12,13,13,15,16,17,23,24,31,33,34,35,36,39,41,43,48,49,51,57,58,62,63,64,72,72,73,77,85,108,108,141,37,52,57,83,141,52,54,164,28,82,148,202
R,C,2,13,2100,4564,3772,1983,677,2100,19538,19363,31912,2513,2628,2739,3041,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,C,3,13,436,428,318,207,85,436,9267,9217,32894,1483,1500,1513,1621,1753,1759,1764,1804,1893,2196,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,C,4,13,44,105,54,47,34,44,115,774,162,94,194,346,45,144,180,195,203,203,207,213,229,232,248,249,250,258,262,282,297,309,311,331,332,335,337,353,374,399,491,365,543,547,741,137,217,154,68,102,,,,,,,,,,,
R,C,5,13,25,22,4,20,10,25,179,383,95,44,63,94,171,38,40,45,61,92,98,121,136,155,157,166,202,210,220,228,239,247,251,253,257,266,292,344,279,356,421,690,872,58,82,65,89,227,200,42,68,87,74,79,82,96,,,,,
R,CR,1,13,123,199,157,79,45,123,130,62674,1145,331,338,549,681,949,1250,1342,948,1063,1073,1128,1148,1157,1164,1166,1169,1190,1198,1240,1250,1293,1317,1318,1321,365,219,219,276,343,431,431,529,,,,,,,,,,,,,,,,,,
R,CR,2,13,1022,1548,775,1201,415,1022,29918,21374,38967,1134,1165,2495,2726,2745,2774,2971,3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,CR,3,13,182,634,171,229,83,182,233,18958,20732,202,1078,1081,1107,1129,1292,1301,381,419,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,CR,4,13,160,504,356,324,67,160,1203,3347,13737,262,995,1054,1078,1121,1154,1169,1263,1316,1344,1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,CR,5,13,121,113,168,66,0,121,175,4595,408,279,456,461,560,617,415,649,662,446,698,710,789,831,901,762,794,794,831,835,934,984,1162,1192,1702,1773,319,354,408,198,255,258,,,,,,,,,,,,,,,,,,,
E,R,0,14,335,159,261,125,47,335,1306,1875,44414,550,989,1035,1206,1460,1461,1486,1512,1631,1656,1662,1679,1680,1683,1745,1763,1804,1868,2050,2239,2574,557,662,764,784,586,730,495,614,715,726,,,,,,,,,,,,,,,,,,,
E,R,1,14,295,335,246,177,121,295,8820,52767,13775,1109,1120,1138,1161,1171,1192,1252,1262,1288,1330,1334,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,R,2,14,2606,15230,1946,907,243,2606,29331,30518,35946,2494,2723,2751,2995,3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,R,3,14,909,3399,1053,1327,343,909,37763,42756,36925,1205,1503,1205,1006,958,1645,1024,1524,1326,1965,1574,1654,1542,1023,2015,3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,R,4,14,3798,18275,6786,5464,1133,3798,32199,29465,34941,2801,3449,4435,4599,5579,7548,6958,5648,5214,5596,6207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,R,5,14,18380,73016,40885,21418,4244,19911,37144,33424,30255,2797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,C,0,14,90,27,41,32,31,90,35,82,92,18,25,34,11,18,19,19,19,21,22,23,27,28,28,29,42,45,50,52,59,63,65,77,85,86,90,100,104,121,136,222,223,276,323,415,22,22,24,53,149,11,41,41,106,37,53,55,60,80,93
E,C,1,14,11547,30402,23858,6153,1680,16495,36198,26888,28544,998,1562,2221,2519,2562,2581,2639,2696,2816,839,1277,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,C,2,14,14333,25711,19773,11625,2245,24228,32395,25143,24930,13540,15426,16542,10254,13524,16254,16524,19025,20548,22154,25102,15487,16254,13254,19532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,C,3,14,952,3150,2548,2110,500,952,25256,21119,24453,1040,2093,2406,761,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,C,4,14,2328,17723,17559,4312,1028,2328,29039,26304,28781,1224,3004,1604,1830,2108,3242,2650,1516,1978,2012,2408,3612,2414,3988,2486,2004,1316,1648,1848,3052,2108,3040,1718,1318,1908,2412,1542,2651,2015,3025,1053,,,,,,,,,,,,,,,,,,,
E,C,5,14,64,57,98,67,35,64,99,1844,114826,94,114,173,203,272,463,478,498,519,520,526,530,537,541,542,557,568,576,576,579,580,589,592,608,613,623,641,646,650,667,677,679,680,710,806,833,117,128,134,165,70,72,111,147,177,261,126,131,150,150
E,CR,0,14,652,519,275,340,142,652,822,3902,13235,1321,2010,2018,2068,2227,2306,2369,2415,713,580,1106,1141,1328,2017,2025,2075,2234,2313,2376,2422,720,587,1113,1148,1335,2024,,,,,,,,,,,,,,,,,,,,,,,,
E,CR,1,14,370,914,1169,352,249,370,12068,16292,31244,486,681,1400,1463,1527,1565,1770,1946,433,532,613,914,493,688,1407,1470,1534,1572,1777,1953,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,CR,2,14,1024,12807,3066,958,226,1024,14021,32645,45486,612,1502,802,915,1054,1621,1325,758,989,1006,1204,1806,1207,1994,1243,1002,658,824,924,1526,1054,1520,859,659,954,1206,,,,,,,,,,,,,,,,,,,,,,,,
E,CR,3,14,3656,17751,17559,6196,1212,3656,28285,23301,26331,2503,3021,4050,1800,2604,2035,3025,2501,1204,1900,3012,2054,2800,2150,4612,4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
